ID	Barcode	Title	Authors	Publisher	Pub Date	Binding	Condition	Section	Location	On Hand	Price	Cost	Cash	Credit	First In	Last In	Last Sold	Meta Tags	Keywords	User
"076076221X"	"2800760762211"	"The Army"	"Nelson, (Editor) Harold W.; (Editor) Bruce Jacobs; (Editor) Raymond K. Bluhm"	"Barnes & Noble Books"	"2004"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$20.00"	"$0.25"	"$0.00"	"$0.00"	"08-21-2008"	"07-15-2013"	"04-11-2014"	""	""	"Unknown"
"0760763291"	"2800760763294"	"Small Arms from 1860 to the Present Day"	"Dougherty, Martin J."	"BARNES & NOBLE BOOKS"	"January 2005"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"12-04-2005"	"10-15-2014"	"12-17-2012"	""	""	"Unknown"
"0760766096"	"2800760766097"	"50 Battles That Changed the World: The Conflicts That Most Influenced the Course of History"	"Weir, William"	"BARNES & NOBLE BOOKS"	"January 2005"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"04-24-2006"	"09-30-2014"	"10-18-2013"	""	""	"Unknown"
"076077627X"	"2800760776270"	"50 Weapons That Can Change Warfare"	"Weir, William"	"BARNES & NOBLE"	"January 2006"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"04-25-2007"	"06-12-2014"	"07-24-2014"	""	""	"Unknown"
"076430755X"	"2800764307555"	"Man and His Art : R. G. Smith an Autobiography"	"Smith, R. G."	"SCHIFFER"	"February 1999"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"09-28-2002"	"10-27-2014"	"01-01-0001"	""	""	"Unknown"
"0765303124"	"2800765303129"	"The 7th Infantry Regiment: Combat in the Age of Terror: The Korean War Through the Present"	"McManus, John C."	"Forge / Tom Doherty Associates"	"April 2009"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$8.50"	"$0.00"	"$0.00"	"$0.00"	"03-31-2009"	"06-04-2014"	"10-31-2009"	""	""	"Unknown"
"0061766291"	"2800061766291"	"Deadliest Sea: The Untold Story Behind the Greatest Rescue In Coast Guard History"	"Thompson, Kalee"	"William Morrow"	"June 2010"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"05-26-2010"	"04-26-2014"	"12-06-2012"	""	""	"Unknown"
"031262803X"	"2800312628033"	"Seal Warrior: The Only Easy Day Was Yesterday"	"Keith, Thomas A. J.; Terry Riebling"	"ST. MARTIN'S PRESS"	"July 2010"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$7.49"	"$0.25"	"$0.00"	"$0.00"	"06-10-2010"	"03-06-2014"	"11-28-2011"	""	""	"Unknown"
"073940671X"	"2800739406719"	"Commando Fighting Techniques"	"Wilson, Jim; Paul Evans; (Foreword) Peter Brown"	"PALADIN PRESS"	"August 1985"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"06-26-2010"	"08-03-2014"	"02-08-2011"	""	""	"Unknown"
"0882547089"	"2800882547086"	"Military Manual of Self-Defense: A Complete Guide to Hand-to-Hand Combat"	"Herbert, Anthony B."	"HIPPOCRENE BOOKS"	"June 1985"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"06-20-2010"	"08-03-2014"	"09-14-2010"	""	""	"Unknown"
"1407555642"	"2801407555647"	"Great Military Disasters"	"Haskew, (Editor) Michael E."	"PARRAGON"	"February 2010"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"06-22-2010"	"08-23-2014"	"01-12-2012"	""	""	"Unknown"
"1403976589"	"9910089238"	"MacArthur - A Biography  (Great Generals Series)"	"Frank, Richard B."	"PALGRAVE MACMILLAN"	"July 2007"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$4.95"	"$0.00"	"$0.00"	"$0.00"	"07-28-2010"	"05-09-2014"	"03-30-2014"	""	""	"Unknown"
"0670038644"	"9910090597"	"War for All the Oceans: From Nelson At the Nile to Napoleon At Waterloo"	"Adkins, Roy,  Lesley Adkins"	"VIKING"	"August 2007"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"07-28-2010"	"06-07-2014"	"07-24-2014"	""	""	"Unknown"
"0674033973"	"9918122005"	"Two Faiths, One Banner: When Muslims Marched with Christians Across Europe's Battlegrounds"	"Almond, Ian"	"HARVARD UNIVERSITY PRESS"	"April 2009"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"07-29-2010"	"08-09-2014"	"06-16-2013"	""	""	"Unknown"
"0756667364"	"9910144182"	"Commanders: History's Greatest Military Leaders"	"Grant, R.G."	"DK Publishing"	"August 2010"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$20.00"	"$2.80"	"$2.80"	"$0.00"	"08-02-2010"	"07-22-2014"	"09-09-2013"	""	""	"Unknown"
"0312320663"	"9910145820"	"Machine Gun: The Story of the Men and the Weapon That Changed the Face of War"	"Smith, Anthony"	"St. Martin's Press"	"October 2003"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$7.95"	"$0.25"	"$0.00"	"$0.00"	"08-02-2010"	"03-03-2014"	"01-01-0001"	""	""	"Unknown"
"0230614167"	"9910157896"	"Marshall : Lessons In Leadership  (Great Generals Series)"	"Jeffers, H. Paul; Alan Axelrod, (Foreword) John Wesley K. Clark"	"PALGRAVE"	"June 2010"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$11.00"	"$0.25"	"$0.00"	"$0.00"	"08-03-2010"	"03-17-2014"	"07-30-2014"	""	""	"Unknown"
"9110054871"	"9910432218"	"With Fire and Sword: Great War Adventures"	"Reynolds, (Editor) Quentin; (Editor) Robert Leckie; (Illustrator) James Grashow"	"The Dial Press"	"1963"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$9.00"	"$1.08"	"$1.08"	"$0.00"	"08-24-2010"	"09-28-2014"	"03-30-2011"	""	""	"Unknown"
"0792453778"	"9910538652"	"America Invades"	"Griffith, Paddy"	"N/A"	"October 1991"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"09-01-2010"	"06-24-2014"	"01-01-0001"	""	""	"Unknown"
"0061170909"	"9910853353"	"The Mighty Fallen: Our Nation's Greatest War Memorials"	"Bond, Larry; F-Stop Fitzgerald"	"Collins"	"May 2007"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$7.95"	"$0.25"	"$0.00"	"$0.00"	"09-28-2010"	"02-21-2014"	"01-01-0001"	""	""	"Unknown"
"0706409779"	"9910924242"	"The Pictorial History of Air Warfare"	"Chant, Chris; (Foreword) Ira C. Eaker"	"Octopus"	"January 1979"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$10.00"	"$1.40"	"$1.40"	"$0.00"	"10-04-2010"	"10-06-2014"	"10-07-2010"	""	""	"Unknown"
"0819188646"	"9910926962"	"The Use of Force: Military Power and International Politics, Fourth Edition"	"Art, (Editor) Robert J.; (Editor) Kenneth N. Waltz"	"University Press of America"	"December 1992"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$4.00"	"$0.00"	"$0.00"	"$0.00"	"10-04-2010"	"07-07-2014"	"07-16-2012"	""	""	"Unknown"
"1592334318"	"9911460711"	"Why Some Wars Never End: The Stories of the Longest Conflicts in History"	"Cummins, Joseph"	"Fair Winds Press"	"November 2010"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$10.00"	"$1.40"	"$1.40"	"$0.00"	"11-19-2010"	"06-16-2014"	"12-17-2011"	""	""	"Unknown"
"0198204272"	"9911529800"	"The Oxford Illustrated History of Modern War"	"Townshend, (Editor) Charles"	"Oxford University Press"	"March 1997"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$9.95"	"$0.25"	"$0.00"	"$0.00"	"11-26-2010"	"02-03-2014"	"09-12-2014"	""	""	"Unknown"
"0307409066"	"9911529754"	"The Fourth Star: Four Generals and the Epic Struggle for the Future of the United States Army"	"Cloud, David; Greg Jaffe"	"CROWN PUBLISHERS"	"October 2009"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$14.00"	"$0.00"	"$0.00"	"$0.00"	"11-26-2010"	"08-16-2014"	"03-13-2014"	""	""	"Unknown"
"1568583990"	"991158934X"	"Dangerous Grounds: America's Failed Arms Control Policy, from Fdr to Obama"	"Ritter, Scott"	"NATION BOOKS"	"March 2010"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$14.97"	"$0.00"	"$0.00"	"$0.00"	"12-02-2010"	"05-28-2014"	"07-24-2014"	""	""	"Unknown"
"9110156321"	"9911679926"	"An Echo of Trumpets"	"Thompson, R.W."	"George Allen & Unwin Ltd"	"1964"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$9.00"	"$1.08"	"$1.08"	"$0.00"	"12-09-2010"	"02-07-2014"	"11-18-2011"	""	""	"Unknown"
"1568584202"	"9911767426"	"Prophets of War: Lockheed Martin and the Making of the Military-Industrial Complex"	"Hartung, William D."	"Nation Books"	"December 2010"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$13.00"	"$0.00"	"$0.00"	"$0.00"	"12-16-2010"	"08-19-2014"	"07-24-2014"	""	""	"Unknown"
"083173180x"	"9911927709"	"Aces of the Air"	"Mason, Francis K."	"Mayflower Books"	"January 1981"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"01-01-2011"	"08-01-2014"	"02-16-2011"	""	""	"Unknown"
"1591142857"	"9911964663"	"Unmanned Combat Air Systems: A New Kind of Carrier Aviation"	"Friedman, Norman"	"Naval Institute Press"	"October 2010"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$26.47"	"$3.71"	"$3.71"	"$0.00"	"01-05-2011"	"08-02-2013"	"01-30-2014"	""	""	"Unknown"
"9110179550"	"9911986322"	"German Military Forces of the 19th Century: The Armament, Insignia and Uniforms of the Army and Navy, Illustrated in Full Color"	"Sigel, Gustav A."	"Military Press"	"1989"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$25.00"	"$0.25"	"$0.00"	"$0.00"	"01-07-2011"	"08-15-2013"	"01-01-0001"	""	""	"Unknown"
"1602860831"	"9912027744"	"I Love a Man in Uniform: A Memoir of Love, War, and Other Battles"	"Burana, Lily"	"WEINSTEIN BOOKS"	"April 2009"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"01-12-2011"	"05-19-2014"	"07-24-2014"	""	""	"Unknown"
"0002558173"	"9912029917"	"Sharpe Companion: A Detailed Historical and Military Guide to Bernard Cornwell's Bestselling Series of Sharpe Novels"	"Adkin, Mark"	"HarperCollins Publishers Ltd"	"November 1998"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$10.00"	"$2.48"	"$2.48"	"$0.00"	"01-12-2011"	"05-01-2013"	"07-24-2014"	""	""	"Unknown"
"0425223590"	"9912030613"	"If Not Now, When?: Duty and Sacrifice In America's Time of Need"	"Jacobs, Jack; Douglas Century; (Foreword) Brian Williams"	"Berkley Publishing Group"	"October 2008"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$13.00"	"$0.25"	"$0.00"	"$0.00"	"01-12-2011"	"12-28-2013"	"05-16-2014"	""	""	"Unknown"
"0312611560"	"9912095863"	"15 Minutes: General Curtis LeMay and the Countdown to Nuclear Annihilation"	"Keeney, L. Douglas"	"St. Martin's Press"	"February 2011"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$13.49"	"$0.00"	"$0.00"	"$0.00"	"01-19-2011"	"03-17-2014"	"08-13-2014"	""	""	"Unknown"
"9110190902"	"9912129989"	"Field Artillery Battalions of the U.S. Army"	"Sawicki, James A."	"Centaur Publication"	"August 1977"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$30.00"	"$0.25"	"$0.00"	"$0.00"	"01-23-2011"	"04-03-2014"	"04-16-2014"	""	""	"Unknown"
"1400044413"	"9912234464"	"Warriors: Portraits from the Battlefield"	"Hastings, Max"	"Alfred A. Knopf"	"2005"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$4.95"	"$0.00"	"$0.00"	"$0.00"	"01-31-2011"	"09-30-2014"	"06-24-2014"	""	""	"Unknown"
"0465016073"	"9912234448"	"If by Sea: The Forging of the American Navy - From the Revolution to the War of 1812"	"Daughan, George"	"Basic Books"	"2008"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"01-31-2011"	"09-02-2014"	"09-12-2014"	""	""	"Unknown"
"1849084777"	"9912327381"	"SEALs: The US Navy's Elite Fighting Force"	"Bahmanyar, Mir; Chris Osman"	"Osprey Publishing"	"February 2011"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$9.47"	"$1.33"	"$1.33"	"$0.00"	"02-09-2011"	"06-18-2014"	"02-17-2012"	""	""	"Unknown"
"1416590536"	"9912587146"	"HOW WARS END : Why We Always Fight the Last Battle"	"Rose, Gideon"	"Simon & Schuster"	"October 2010"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$13.50"	"$1.62"	"$1.62"	"$0.00"	"03-09-2011"	"10-04-2014"	"10-11-2012"	""	""	"Unknown"
"0679746641"	"9912651413"	"Fields of Battle: The Wars for North America"	"Keegan, John"	"Vintage"	"June 1997"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"4"	"$8.00"	"$0.00"	"$0.00"	"$0.00"	"03-15-2011"	"10-13-2014"	"06-01-2014"	""	""	"Unknown"
"0312560230"	"9912680812"	"Fighter Pilot: The Memoirs of Legendary Ace Robin Olds"	"Olds, Robin; Christina Olds; Ed Rasimus"	"ST. MARTIN'S PRESS"	"April 2010"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$13.49"	"$0.00"	"$0.00"	"$0.00"	"03-19-2011"	"08-18-2014"	"07-24-2014"	""	""	"Unknown"
"0756661188"	"9912682238"	"Warrior: A Visual History of the Fighting Man"	"Grant, R.G."	"Covent Garden Books"	"January 2007"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$20.00"	"$0.91"	"$0.91"	"$0.00"	"03-19-2011"	"02-20-2014"	"04-22-2011"	""	""	"Unknown"
"9110256083"	"9912855213"	"A Collector's Guide to the M1 Garand and the M1 Carbine"	"Canfield, Bruce N."	"Andrew Mowbray/Publishers"	"1996"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$25.00"	"$0.00"	"$0.00"	"$0.00"	"04-05-2011"	"06-20-2014"	"01-01-0001"	""	""	"Unknown"
"0671695347"	"9912863879"	"About Face: The Odyssey of an American Warrior"	"Hackworth; David H.; Julie Sherman"	"POCKET BOOKS"	"April 1990"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"04-06-2011"	"06-06-2014"	"01-30-2012"	""	""	"Unknown"
"1586480499"	"9912891112"	"War is a Force That Gives Us Meaning"	"Hedges, Chris"	"Public Affairs"	"September 2002"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"4"	"$11.50"	"$0.00"	"$0.00"	"$0.00"	"04-08-2011"	"10-14-2014"	"08-01-2014"	""	""	"Unknown"
"0312655428"	"9912978560"	"Red Cloud at Dawn: Truman, Stalin, and the End of the Atomic Monopoly"	"Gordin, Michael D."	"Picador"	"November 2010"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"04-16-2011"	"09-02-2014"	"05-05-2011"	""	""	"Unknown"
"0760338078"	"9913105161"	"Noble Warrior: The Life and Times of Maj. Gen. James E. Livingston, USMC (Ret.), Medal of Honor"	"Livingston, James E., D., Colin Heaton, Lewis, Anne-Marie"	"Zenith Press"	"August 2010"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$14.00"	"$1.68"	"$1.68"	"$0.00"	"04-30-2011"	"09-29-2014"	"05-07-2011"	""	""	"Unknown"
"0060731583"	"9913223652"	"American Soldier"	"Franks, Tommy; Malcolm McConnell"	"Regan Books "	"August 2004"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$4.95"	"$0.00"	"$0.00"	"$0.00"	"05-12-2011"	"08-19-2014"	"07-20-2014"	""	""	"Unknown"
"080905471x"	"991334252X"	"A Higher Form of Killing: The Secret Story of Chemical and Biological Warfare"	"Harris, Robert; Jeremy Paxman"	"Hill and Wang"	"April 1982"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$9.00"	"$0.25"	"$0.00"	"$0.00"	"05-24-2011"	"02-02-2014"	"01-01-0001"	""	""	"Unknown"
"0765313502"	"991360365X"	"Mutiny: The Inside Story of the True Events That Inspired The Hunt for Red October - From the Soviet Naval Hero Who Was There"	"Hagberg, David; Boris Gindin"	"FORGE"	"May 2008"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"06-18-2011"	"06-11-2014"	"07-24-2014"	""	""	"Unknown"
"0862881390"	"9913749727"	"United States Military Almanac: A Chronological Compendium of Over 200 Years of American History"	"Lang, Walt"	"Greenwich Editions"	"1998"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$2.10"	"$2.10"	"$0.00"	"07-04-2011"	"06-13-2014"	"01-01-0001"	""	""	"Unknown"
"0140296557"	"9913822491"	"The Book of War: 25 Centuries of Great War Writing"	"Keegan, (Editor) John"	"Penguin USA"	"November 2000"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"2"	"$6.95"	"$0.00"	"$0.00"	"$0.00"	"07-11-2011"	"08-08-2014"	"07-31-2014"	""	""	"Unknown"
"0230602843"	"9913862450"	"Admiral Bull Halsey: The Life and Wars of the Navy's Most Controversial Commander"	"Wukovits, John"	"Palgrave Macmillan"	"July 2010"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$13.50"	"$0.25"	"$0.00"	"$0.00"	"07-16-2011"	"02-26-2014"	"07-24-2014"	""	""	"Unknown"
"1250006473"	"9913908515"	"Killer Elite: Completely Revised and Updated: The Inside Story of America's Most Secret Special Operations Team"	"Smith, Michael"	"St. Martin's Griffin"	"August 2011"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$8.00"	"$1.12"	"$1.12"	"$0.00"	"07-21-2011"	"06-18-2014"	"07-13-2013"	""	""	"Unknown"
"1608190269"	"9913917603"	"Reasons to Kill: Why Americans Choose War"	"Rubenstein, Richard E."	"Bloomsbury Press"	"September 2010"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$6.00"	"$0.25"	"$0.00"	"$0.00"	"07-21-2011"	"02-10-2014"	"07-21-2013"	""	""	"Unknown"
"156858413X"	"9914032605"	"Stripping Bare the Body: Politics, Violence, War"	"Danner, Mark"	"NATION BOOKS"	"October 2009"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"3"	"$14.47"	"$0.00"	"$0.00"	"$0.00"	"08-02-2011"	"08-01-2014"	"10-13-2014"	""	""	"Unknown"
"0393340686"	"9914084095"	"Cultures of War: Pearl Harbor / Hiroshima / 9-11 / Iraq"	"Dower, John W."	"W. W. Norton & Company / The New Press"	"September 2011"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"3"	"$9.45"	"$1.32"	"$1.32"	"$0.00"	"08-06-2011"	"10-13-2014"	"04-08-2014"	""	""	"Unknown"
"0809096617"	"9914150926"	"A War of Frontier and Empire: The Philippine-American War, 1899-1902"	"Silbey, David J."	"Hill and Wang"	"March 2008"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$7.50"	"$0.25"	"$0.00"	"$0.00"	"08-13-2011"	"08-13-2011"	"05-31-2014"	""	""	"Unknown"
"1402791046"	"991421035X"	"United States Army: The Definitive Illustrated History"	"Giangreco, D.M."	"Sterling"	"October 2011"	"Oversized Paper Back"	"Used - Good"	"MILITARY"	" "	"1"	"$12.45"	"$0.25"	"$0.00"	"$0.00"	"08-19-2011"	"03-16-2014"	"03-01-2014"	""	""	"Unknown"
"0312658559"	"9914211755"	"Warrior Police: Rolling with America's Military Police in the World's Trouble Spots"	"Cucullu, Gordon; Chris Fontana"	"St. Martin's Press"	"September 2011"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$6.00"	"$0.00"	"$0.00"	"$0.00"	"08-19-2011"	"02-13-2012"	"12-06-2012"	""	""	"Unknown"
"1840133015"	"9914259960"	"WORLD'S GREATEST MILITARY LEADERS : Two Hundred of the Most Significant Names in Land Warfare from the 10th to the 20th Century"	"Windrow, Martin; Francis K. Mason"	"Grange Books"	"January 2000"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$9.00"	"$1.26"	"$1.26"	"$0.00"	"08-24-2011"	"08-28-2014"	"04-28-2012"	""	""	"Unknown"
"0307387410"	"9914290124"	"The Twilight of the Bombs: Recent Challenges, New Dangers, and the Prospects for a World Without Nuclear Weapons"	"Rhodes, Richard"	"Vintage"	"September 2011"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$8.50"	"$0.00"	"$0.00"	"$0.00"	"08-27-2011"	"04-24-2014"	"11-09-2012"	""	""	"Unknown"
"0679776737"	"9914426034"	"The Civil War of 1812: American Citizens, British Subjects, Irish Rebels, & Indian Allies"	"Taylor, Alan"	"Vintage"	"October 2011"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"09-10-2011"	"09-28-2014"	"07-29-2014"	""	""	"Unknown"
"1435129415"	"9914447309"	"Semper Fi: The Definitive Illustrated History of the U.S. Marines"	"Chenoweth, Brooke Ninhart H."	"N/A"	"January 2010"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$13.00"	"$1.82"	"$1.82"	"$0.00"	"09-12-2011"	"10-10-2014"	"06-05-2013"	""	""	"Unknown"
"0760321531"	"9914733883"	"M1 Abrams at War (The At War Series)"	"Green, Michael; Greg Stewart"	"Zenith Press"	"November 2005"	"Oversized Paper Back"	"Used - Good"	"MILITARY"	" "	"1"	"$9.95"	"$1.39"	"$1.39"	"$0.00"	"10-11-2011"	"11-01-2014"	"03-11-2013"	""	""	"Unknown"
"1855322536"	"9914751407"	"Guadalcanal 1942: The Marines Strike Ba"	"Mueller, Joseph N."	""	"September 1992"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$10.00"	"$0.25"	"$0.00"	"$0.00"	"10-12-2011"	"10-12-2011"	"01-01-0001"	""	""	"Unknown"
"1250009464"	"9914811183"	"The Dogs of War: The Courage, Love, and Loyalty of Military Working Dogs"	"Rogak, Lisa"	"St. Martin's Griffin"	"October 2011"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"2"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"10-16-2011"	"06-21-2014"	"12-21-2013"	""	""	"Unknown"
"0465007376"	"9914834531"	"An Intimate History of Killing : Face-to-Face Killing Twentieth-Century Warfare"	"Bourke, Joanna"	"Basic Books"	"September 1999"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$1.80"	"$1.80"	"$0.00"	"10-18-2011"	"07-24-2014"	"06-12-2013"	""	""	"Unknown"
"0393061507"	"9914841651"	"Cultures of War : Pearl Harbor / Hiroshima / 9-11 / Iraq"	"Dower, John W."	"W. W. Norton & Company"	"September 2010"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"3"	"$14.95"	"$0.00"	"$0.00"	"$0.00"	"10-19-2011"	"10-08-2014"	"07-24-2014"	""	""	"Unknown"
"0230114253"	"9914854729"	"Marshall: Lessons in Leadership (Great Generals)"	"Jeffers, H. Paul; Alan Axelrod"	"Palgrave Macmillan"	"October 2011"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$7.00"	"$0.00"	"$0.00"	"$0.00"	"10-20-2011"	"10-01-2014"	"04-09-2014"	""	""	"Unknown"
"9110426124"	"991490999X"	"French Military Weapons, 1717 to 1938"	"Hicks, James E.; Andre Jandot"	"N. Flayderman & Co."	"1964"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$40.00"	"$4.80"	"$4.80"	"$0.00"	"10-25-2011"	"07-18-2014"	"09-15-2012"	""	""	"Unknown"
"1579654622"	"9914953204"	"Medal of Honor (Third Edition)"	"Collier, Peter; (Foreword) Brian Williams; (Photography) Nick Del Calzo"	"Artisan"	"November 2011"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$12.00"	"$0.00"	"$0.00"	"$0.00"	"10-29-2011"	"10-25-2014"	"12-22-2013"	""	""	"Unknown"
"1848840551"	"991498052X"	"RED ARMY AT WAR: Rare Photographs From Wartime Archives"	"Drabkin, Artem"	"Pen and Sword"	"April 2010"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$12.45"	"$0.00"	"$0.00"	"$0.00"	"11-01-2011"	"10-01-2014"	"11-19-2012"	""	""	"Unknown"
"1435124456"	"9914990509"	"Great Military Disasters: A History of Incompetence"	"Spilsbury, Julian"	"Metro Books"	"January 2010"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$6.20"	"$0.74"	"$0.74"	"$0.00"	"11-03-2011"	"06-16-2014"	"01-01-0001"	""	""	"Unknown"
"0743249909"	"9914994415"	"Conquered into Liberty: Two Centuries of Battles along the Great Warpath that Made the American Way of War"	"Cohen, Eliot A."	"Free Press"	"November 2011"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"11-03-2011"	"06-27-2014"	"07-24-2014"	""	""	"Unknown"
"0304363197"	"9915291132"	"Crescent and Cross : The Battle of Lepanto 1571"	"Bicheno, Hugh; (Foreword) Norman Stone"	"CASSELL"	"October 2003"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$12.95"	"$0.25"	"$0.00"	"$0.00"	"12-05-2011"	"02-17-2014"	"07-24-2014"	""	""	"Unknown"
"0394588010"	"9915299303"	"A History of Warfare"	"Keegan, John"	"Alfred A. Knopf"	"October 1993"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"3"	"$9.95"	"$0.00"	"$0.00"	"$0.00"	"12-06-2011"	"09-13-2014"	"08-16-2014"	""	""	"Unknown"
"0316758469"	"9915312806"	"Brute: The Life of Victor Krulak, U.S. Marine"	"Coram, Robert"	"Little, Brown and Company"	"November 2010"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$14.00"	"$1.68"	"$1.68"	"$0.00"	"12-07-2011"	"06-17-2014"	"07-24-2014"	""	""	"Unknown"
